Word,Grade,Filename,Text,num_sent,Arabic_Filename
الغالبية,HS,Math_G12.txt,في الإحصاء التجريبي، يتميز توزيع البيانات عند كونه طبيعيا بمعدله وانحرافه المعياري حيث تكون معظم البيانات ضمن الفترة المعينة تقريبا. ويعني هذا أن قيمة الانحراف المعياري غالبا لا تزيد عن ضعف قيمة المعدل. ويلاحظ أيضا أن المنحنى ينحني عند القيمة القصوى، مما يدل على أن الغالبية العظمى من البيانات تكون داخل نطاق معين.,3,الرياضيات
الاستنساخ,HS,Biology_G10.txt,الاستنساخ مفيد للمجتمع. يقدم أحد المتكلمين مناظرة يؤيد فيها الاستنساخ، ويعارض هل هناك أدوار أخرى تستطيع أنت وزملاؤك القيام بها قد مناظر آخر الاستنتساخ. ويختار الطلاب بشكل فردي أو في تقوم بتنظيم الوقت، وعندها تستطيع مثلا إعطاء إشارة وجهة نظر ليحاوروها. واختيار وجهة النظر يدويا مثلا للمتحدث بأن الوقت المخصص له قد نفد. لا تمثل بالضرورة وجهة نظر الطالب. إن الهدف من هذا أن تقوم بدور الحكم. وهناك أمور يجب أن تراعيها الحوار هو تقديم جدال مدعوم بحقائق وإثباتات علمية. بوصفك حكما. عليك أولا أن تقدم للجمهور وجهة النظر بعد اختيار وجهة النظر قم بإجراء بحث لدعم وجهة النظر التي سيتبناها المتحدث، والأدلة الواضحة التي تدعمها. استعمل وسائل الإعلام أو المكتبة لإيجاد مقالات، أو وعلى المتحدث أن يتكلم بوضوح وبصوت مسموع. ومن استعمل الكتاب المدرسي لدعم وجهة نظرك. الجدال المفيد أن تقوم بتسجيل ملاحظات لتلخيص النقاط الرئيسة وتحليلك الخاص للقضية. ابحث عن الجهات التي تعارض للمتحدث، ثم قرر أي المتحدثين قدم أقوى حجة لتبني رأيك، واهتم بالنقاط المعارضة التي قد يقدمها الطرف وجهة نظره. ويمكنك أن تنفذ جلسة نقاش حول نقاط القوة الأخرى وذلك لمساعدتك على تقديم أدلة تعزز وجهة نظرك ونقاط الضعف في حوار تبني وجهات النظر المقدمة.,14,الأحياء
الأمونيا,HS,Chemistry_G10_3.txt,تركيب لويس لجزيء الأمونيا يظهر أن النيتروجين صاحب ثلاثة إلكترونات تكافؤ، بينما الهيدروجين ذرة جانبية فتشترك في تكوين رابط تساهمي متماثل مع نيتروجين. يظهر الرسم التوضيحي لتركيب لويس للأمونيا بوضوح بأن لكل عنصر دوران شبكي يمثل اقتران تكافؤ، ما يجعله مستقرا كيميائيا.,2,الكيمياء
الجليكوجين,HS,Athletics_G11.txt,عند انخفاض نسبة السكر في الدم، يتحول الجليكوجين في الكبد إلى جلوكوز ويتم إطلاقه في الدم، مما يزيد من مستوى السكر في الدم. يؤدي تقلص الأوعية الدموية في الجلد إلى تقليل تدفق الدم تجاه الجلد. تفرز الغدد الكظرية هرمون الأدرينالين الذي يحفز جميع أجزاء الجسم. تقوم الكليتان بتقليل عملية إنتاج البول والتخلص منه.,4,اللياقة
المنجنيز,HS,Chemistry_G10_4.txt,يمكن مقارنة سرعة التفاعل بالاعتماد على المادة الناتجة. ما دور المحفز المعقد في التفاعل الكيميائي؟ طبق نظرية التصادم لتفسير سبب تفاعل مسحوق الحديد لإنتاج غاز الهيدروجين بسرعة أكبر من تفاعل. طبق نظرية التصادم لتفسير عدم تفاعل مادتين قطع كبيرة عند وضعهما في محلول حمض، حيث يتحلل أكسيد الحديد إلى ماء وغاز الأوكسجين. يتفاعل المغنيسيوم مع حمض الهيدروكلوريك بحسب المعادلة بسرعة أكبر عند إضافة ثاني أكسيد المنجنيز.,4,الكيمياء
الألواح,HS,Management_G10.txt,يقوم أحد العمال في مصنع الحديد بدهان ألواح من الصاج المقطع ضمن قياس محدد مسبقا، ويقوم العامل بقياس أبعاد هذه الألواح قبل دهنها ليتأكد من أن أبعادها تقع ضمن نسب التفلون المسموح بها، أي أن الزيادة أو النقص الموجود لا يتعدى الانحراف المحدد ضمن المعيار المسموح به.,1,الإدارة
التناظرية,HS,IoT_G10_2.txt,تصحيح الإملاء والكلمات في النصوص واستبدال الكلمات الغير مقصودة تفاعل مع المداخل والمخارج الرقمية والتناظرية لأطراف أردوينو. التفاعل مع المداخل والمخارج الرقمية والتناظرية لوحة أردوينو في برنامج. مجموعة الأوامر المستخدمة من خلال مجموعات الإدخال والإخراج والحساب. في كل مرة يتم فيها استخدام إحدى أطراف أردوينو التناظرية أو الرقمية، تتعرف على ما إذا كان سيتم استخدامها للإدخال أو الإخراج. لتحديد ذلك، يجب تعديل قيمة عرض النبضة في دالة أردوينو. تستخدم الأطراف لعرض الأمثلة على بعض الأوامر المتوفرة.,6,إنترنت الأشياء
الألياف,HS,Biology_G10_2.txt,كيف ترتبط نسبة الألياف البطيئة في الانقباض مع عمل العضلة؟ يمكن تحديد نسبة الألياف العضلية البطيئة في الانقباض مقارنة بالألياف العضلية السريعة، بأخذ قطعة صغيرة من العضلة وصبغها بصبغة تسمى صبغة إنزيم بناء الطاقة. تصبغ الألياف العضلية السريعة التي تتضمن محتوى عاليا من البني، بينما تظل الألياف البطيئة بدون تصبغ. افترض قم بتحليل بيانات الجدول، وضع فرضية تفسر لماذا تحتوي عضلة الكتف المثلثة، التي ترفع الذراع إلى الأعلى، على أعلى نسبة من الألياف العضلية البطيئة في الانقباض مقارنة بعضلة محجر العين.,3,الأحياء
الكرسي,HS,Arabic_Language_G10_3.txt,نعم، وأنا مدير الإدارة، وقام بالوقوف من الكرسي ومد يده للمصافحة وهو يبتسم، وقال انتهت المقابلة الشخصية. يؤسفني عدم قبول طلبكما للابتعاث. نظر كل منا في وجه الآخر، وأبدى كل واحد منا إشارات استفهام واضحة على محياه، وخرجنا من مكتبه. ونحن لا نكاد نصدق ما حدث.,4,اللغة العربية
المراهقون,HS,Decision_Making_G11_2.txt,يتطلع العديد من المراهقين إلى أن يصبحوا رياضيين محترفين. وفي هذا السياق، أجرى الباحثون الدراسة المعنونة لماذا يحلم الفتيان المراهقون بأن يصبحوا رياضيين محترفين؟ كان الهدف من الدراسة هو تحديد الأسباب التي تدفع الفتية إلى اتخاذ هذا القرار. شمل البحث عينة من الفتيان المراهقين، حيث تم سؤال كل واحد منهم عن دوافعه لاتخاذ هذه الخطوة. وقد أظهرت الدراسات السابقة أن عددا متزايدا من الفتية ينوون أن يصبحوا رياضيين محترفين، ويفضلون ذلك على أي مهنة أخرى.,4,صناعة القرار
الفتوى,HS,Athletics_G11.txt,أصدرت الرئاسة العامة للبحوث العلمية والإفتاء في المملكة العربية السعودية فتوى حول حكم تناول المخدرات في الشريعة الإسلامية، حيث نصت على اتفاق العلماء في مختلف المذاهب الإسلامية على حرمة تناول الكميات المؤثرة على العقل من المواد والعقاقير المخدرة. فيتم حرمان تعاطيها بأي وسيلة، سواء كانت عن طريق الأكل، أو الشرب، أو التدخين، أو التعاطي بالحقن بعد إذابتها، أو بأي وسيلة أخرى.,2,اللياقة
الخبز,HS,Chemistry_G11_2.txt,الخبز يعطي روائح طيبة وينعش الهواء داخل الثلاجة. وهو أيضا من المكونات الرئيسية في بعض العجائن لبقائه ثابتا خلال تفاعل معين عند درجة حرارة معينة، بغض النظر عن التراكيز الأولية للمواد الناتجة والمتفاعلة. لدراسة هذه النظرية تم إجراء ثلاث تجارب تفاعلية ويلخص الجدول نتائج تلك التجارب. في المحاولة الأولى، وضعت المواد في وعاء بحجم محدد ولم يكن هناك أية كمية منها في بداية المحاولة، حيث كانت البداية تظهر فقط مادة واحدة. أما في المحاولة الثانية، فقد كان لكل مادة من المواد الثلاث نفس التركيز الأولي. تم تنفيذ التفاعلات كلها عند درجة حرارة الاتزان حيث تم تحديد تركيز كل مادة تجريبيا عند الاتزان. لاحظ أن تراكيز الاتزان في التجارب الثلاث لم تكن متساوية، ولكن عند التعويض بتراكيز المواد عند الاتزان في تعبير ثابت الاتزان، تم الحصول على قيمة ثابتة في جميع المحاولات. يعتبر نظام الاتزان له قيمة ثابتة عند درجة حرارة معينة، ولكن يمكن أن يكون له عدد غير محدود من مواقع الاتزان، والتي تعتمد على التراكيز الأولية للمتفاعلات والمنتجات. تعني قيمة العالية في التفاعل أن المنتجات موجودة بكميات أكبر من المتفاعلات عند الاتزان. يلاحظ أن ثابت الاتزان يظل ثابتا في التجارب الثلاث، حيث تعطي كل تجربة موقع اتزان مختلف. ولكن في كثير من التفاعلات قد تكون قيمة صغيرة، فمثلا ثابت الاتزان للتفاعل يكون عند الاتزان شبه معدوم.,11,الكيمياء
المروحية,HS,Health_G11.txt,تقدم خدمات رعاية الطوارئ الخاصة بعد الحوادث أو المرض المفاجئ الحاد، وتشمل المرافق التي تقدم هذه الخدمات خدمات الإسعاف سواء الخاصة أو الحكومية، وفرق الإنقاذ التي غالبا ما يديرها أقسام الإطفاء، والعيادات ومراكز رعاية الطوارئ، وأقسام الطوارئ التي تديرها المستشفيات، وخدمات طوارئ الطائرات المروحية أو الطائرات التي تنقل المرضى بسرعة إلى المرافق الطبية للحصول على الرعاية الخاصة.,1,الصحة
الخبرات,HS,Arabic_Language_G11_3.txt,نأمل أن تكون هذه الخبرات دافعا لطلابنا نحو حب اللغة العربية، وتقدير أهميتها، ومعرفة مكانتها بين اللغات العالمية، كما نأمل أن تفتح هذه المعلومات آفاقا واسعة للراغبين من هؤلاء الطلاب في التخصص في الدراسات اللغوية. نسأل الله أن ينفع بهذا الكتاب، وأن يوفق الجميع لكل خير.,2,اللغة العربية
الشفاه,HS,Health_G10.txt,ترطيب البشرة وإضفاء لمعان يوميا يساعد على تحسين نضارتها، حيث أنه غني بفيتامين أ، فتوصي الخبراء بدهن الشفاه ثلاث مرات يوميا باستخدام زيت اللوز الحلو. كما يمكن دهن الشفاه بمزيج من الفازلين وزيت الزيتون قبل اختيار قناع يناسب نوعية بشرتك، ثم قومي بإعداده وتطبيقه تحت إشراف خبيرة التجميل. أما لتوزيع كريم الأساس، فينصح باستخدام إسفنجة مخصصة لهذه الغرض، ويجب أن يكون وضع المكياج بشكل مثلث بحجم مناسب للتأكد من تناسق لون البشرة مع كريم الأساس. يمكن اختبار اللون داخل المعصم، وإذا امتزج بدون تكتلات، يعني أن لون البشرة متجانس. تقوم الألوان المثلجة مثل الأبيض، الأخضر، والأرجواني بإعطاء البشرة الباهتة حيوية، وتخفف من الاحمرار الناجم عن تهيج البشرة.,5,الصحة
الاختلاف,HS,Math_G12.txt,يجب تحديد الاختلاف المركزي أولا، والمعادلة الناتجة عن هذا الاختلاف. يجب حذف التكرار المركزي. تقريبا يساوي الاختلاف المركزي.,3,الرياضيات
السياق,HS,Islamic_G10_5.txt,واستبدل الكلمات غير المستعملة أو غير المفهومة أو المكررة بما يناسب السياق، مع حذف كلمة الشكل وكلمة الرقم من بين الألعاب التي تضم عناصر تسبب إصابات تؤدي أحيانا إلى الموت أو الإعاقة. وجاءت الجهة السماوية تقول ولا تقوموا بأيديكم إلى التهلكة كما ذكر بأمثلة واضحة تشير إلى إلحاق الضرر بالآخرين، مثل الألعاب التي تعتمد على إيذاء الآخرين وتتسبب في جرحهم، وجاءت الجهة العليا تقول ولا تعتدوا إن الله لا يحب المعتدين. وقد أورد في الكتاب الكريم كل المسلم على المسلم حرام، دمه وماله وعرضه.,3,الدراسات الإسلامية
الغذاء,HS,Athletics_G11.txt,الغذاء الصحي المتوازن هو الذي يحتوي على عناصر غذائية مختلفة من كل المجموعات الغذائية وبالقدر الكافي لاحتياجات الجسم. تختلف مكونات النظام الغذائي حسب الخصائص الفردية، مثل العمر ونوع النشاط البدني.,2,اللياقة
التراحم,HS,Islamic_Studies_G11_2.txt,انتشار العمل التطوعي وشيوعه في المجتمع المسلم يعد من أشكال التراحم والتعاطف بين المسلمين. وقال النبي صلى الله عليه وسلم مثل المؤمنين في توادهم وتراحمهم وتعاطفهم مثل الجسد، إذا اشتكى منه عضو تداعى له سائر الجسد بالسهر والحمى. وهذا يعكس الروحانية العظيمة التي يجب أن يتحلى بها المسلمون في التعامل مع بعضهم البعض وفي تقديم الدعم اللازم. هناك كثيرون من الناس يرغبون في المشاركة في الأعمال التطوعية، ولكن يعجزون عن معرفة الجهات التي يمكنهم الاتصال بها أو التواصل معها. وعليهم أن يبحثوا ويستكشفوا المجالات التي يمكنهم المساهمة فيها، وأن يعملوا على تعزيز ثقافة التطوع والتعاون في المجتمع. من الضروري أن يتعاون الناس سويا وأن يلتزموا بتوجيهات الله في الوحدة والتآخي، وأن يعملوا معا لتعزيز الروح الإيجابية وبناء مجتمع أكثر ترابطا وتضامنا.,6,الدراسات الإسلامية
الرأسمالية,HS,Economics_G11.txt,التدفقات الرأسمالية الطويلة الأجل هي معاملات تتضمن انتقال رؤوس الأموال لعدة سنوات في شكل استثمارات أو قروض لتمويل مشروعات كبيرة. يسجل في الجانب الدائن الاستثمار الأجنبي المباشر، كما يشمل حصول شركة أجنبية على تصريح ببناء مصنع في البلد. بالإضافة إلى القروض الأجنبية الطويلة الأجل التي تحصل عليها المواطنون أو القطاع الخاص أو الحكومة من جهات أجنبية. أما على الجانب المدين، فيسجل فيه استثمارات المواطنين في الخارج، مثل إنشاء شركة تجارية في دولة أخرى، بالإضافة إلى القروض الممنوحة من مقيمين في البلد إلى أطراف خارجية، كما يشمل القروض المقدمة من الحكومة لدولة أخرى. التدفقات الرأسمالية القصيرة الأجل هي معاملات لفترة لا تتجاوز بضعة أشهر، بهدف تحقيق عوائد أعلى أو تجنب الخسائر.,5,علم الاقتصاد
المعتقة,HS,Islamic_Studies_G10_6.txt,القسم الثاني من يرث بالتعصيب فقط دون الفرض هم جميع الورثة من الرجال عدا الأب والجد والنساء المعتقة. وبيانهم كالآتي العم، الأخ الشقيق، وابن عم الأب.,2,الدراسات الإسلامية
الوتر,HS,Biology_G11_2.txt,الوتر هو حزمة من الألياف قوية تربط العضلات بالعظام. الناقل العصبي هي مواد كيميائية تنتشر عبر التشابك العصبي لتتفاعل مع المستقبلات الموجودة على الأعصاب. الوريد هو وعاء دموي ينقل الدم العائد إلى القلب.,3,الأحياء
النباتات,HS,Biology_G11.txt,النباتات هي مجموعة متنوعة من الكائنات الحية، أبدعها الخالق. النباتات غير الوعائية هي صغيرة وتنمو عادة في البيئات الرطبة.,2,الأحياء
الموقعة,HS,Islamic_G10_5.txt,تحكم استخدامها في شراء الذهب والفضة والعملات لأن المصرف يقيد الثمن لصالح البائع فور إجراء عملية البيع والقيد في الحساب يعد في العرف قبضا ولو لم تسلم النقود بالفعل ولأن قبض التاجر فاتورة البيع الموقعة من العميل فيه قوة قبضه، فهي كالشيك المصدق، بل أقوى منه، لأنها واجبة الدفع متى استوفت، وهي بطاقات يتم فيها تقسيط الدين المستحق على العميل على فترات، وتزداد قيمة الدين بزيادة فترة التقسيط.,1,الدراسات الإسلامية
المكملات,HS,Athletics_G11.txt,الأغذية المصنعة جزئيا، والأغذية فائقة التصنيع، والأغذية فائقة المعالجة، والمكملات الغذائية تساعد النظام الغذائي الصحي على تلبية احتياجات الفرد من العناصر الغذائية الأساسية، من خلال توفير الطاقة اللازمة وتعزيز عملية النمو وإصلاح الأنسجة التالفة، بالإضافة إلى تنظيم التفاعلات الكيميائية داخل الجسم. يعمل النظام الغذائي على الوقاية من سوء التغذية بأنواعه المختلفة، بما في ذلك الأمراض غير المعدية، مثل مرض السكري، وأمراض القلب والجلطة، ومرض السرطان.,2,اللياقة
القواعد,HS,Islamic_G10_2.txt,إذا قام الأشخاص بالتعارف على التعامل بالربا، هل يكون حل أخذ عرفهم؟ ولماذا؟ وما هي الضوابط الواجب اتباعها للعرف الذي يجب مراعاته والنظر فيه؟ تبسيطا للقواعد الناتجة عن قاعدة العرف، يعتبر العرف بمثابة الشرط المصرح به في حالات التنازع التي قد تحدث في التعاملات بين الأفراد رغم عدم الإشارة المباشرة له. ولذا، كثيرا ما يتجلى هذا المفهوم في واقعنا اليومي، على سبيل المثال، عندما يستعير شخص سيارة من صديقه، يفترض عدم سفره بها خارج البلد إلا إذا كان هذا الأمر مصرحا به صراحة.,2,الدراسات الإسلامية
المرشحون,HS,Business_G11.txt,هناك عدة مواقع جيدة لاستقطاب المرشحين المؤهلين. لماذا تختار الشركات عادة عدم الإعلان عن الوظائف الشاغرة خارج الشركة؟ ينبغي على الشركات البحث عن مصادر توفر عددا مناسبا من المرشحين المؤهلين للمناصب الوظيفية. يجب أن يتمتع المرشحون بالمهارات اللازمة للوظيفة وأن يكون لديهم الرغبة في العمل لدى الشركة.,3,الأعمال
النصوص,HS,Arabic_Language_G11_3.txt,استبدل الكلمات غير المستعملة أو غير المفهومة أو المكررة بما يصلح ويناسب السياق، مع حذف كلمة الشكل وكلمة الرقم. المقام الكريم، لقد اتضح أن الازدواجية في التعبير بين النحو والصرف قد ذهبت بعيدا عن اللغة عندما بدأ العلماء في الاهتمام بقواعد تطويق لغتنا. فأهمية القواعد في ترسيخ اللغة عظيمة، ولقد تفقه العلماء في القواعد واعتبروها جزءا أساسيا من تطوير اللغة. قال إسحاق ابن البهراني في النحو، والذي يعنى بالقواعد التي تشمل الصرف والنحو والعلامات الصوتية. ويعتبر النحو توسيعا للفهم وإذا استمعت إلى أعلى قمة العلم، فإنه لن يخطئ إذا جاهد نفسه لإظهارها أمام الأذان. وقبل الختام، يجب التعريف بالأصوات العربية، ثم يمكننا تقديم تعريف موجز لعلمي الصرف والنحو. انظر تمام حسان الخلاصة النحوية، والذي يعرف باحتوائه على أحوال تغييرية للكلمة وهو يبحث في الصيغ اللغوية، وتتناول أيضا الجمع والتصغير وغيرها من التغييرات.,7,اللغة العربية
التبرع,HS,Biology_G10_2.txt,التبرع بالدم هو إجراء طبي تطوعي يتم من خلال نقل الدم أو أحد مكوناته من شخص سليم إلى شخص مريض يحتاج إليه. ويعد هذا الإجراء ضروريا للكثير من الناس سنويا يستخدم في الجراحات والحوادث وبعض الأمراض التي تتطلب نقل مكونات الدم. وقد قال الله تعالى في القرآن ومن أحياها فكأنما أحيا الناس جميعا المائدة. لمزيد من المعلومات، يمكنك زيارة موقع البوابة الإلكترونية لوزارة الصحة.,4,الأحياء
التلفزيون,HS,Decision_Making_G11_2.txt,يمكنك الآن الحصول على معلومات البرامج التي ستعرض على التلفزيون هذا المساء والتي ترغب في معرفتها من متجر محلي في لحظات معدودة عبر استخدام جهازك الشخصي أو الحاسوب المحمول أو الجهاز اللوحي أو الهاتف المحمول.,1,صناعة القرار
التخفيف,HS,Geology_G10.txt,نظرا لموقع البحر الأحمر الاستراتيجي ومقدراته الغنية، فقد تم اختياره ليكون أحد مشاريع رؤية، وهو مشروع البحر الأحمر، الذي يستهدف الجزر الواقعة بين مدينتي الوجه وأملج. يهتم هذا المشروع بسلامة النظام البيئي وجماله في البحر الأحمر، وعدم تأثيره بأي شكل من الأشكال. أحد توصيات ميثاق ابحث في النشاط الجيولوجي والتنوع الأحيائي لمشروع البحر الأحمر هو التخفيف من انبعاثات غاز أكسيد الكربون إلى البحر الأحمر. لذا سنكتب مقالا يصف تنوع المخلوقات الحية وطبيعة البيئة البحرية للبحر الأحمر وأصل نشأته.,4,الجيولوجيا
العلاقة,HS,Critical_Thinking_G10.txt,ما العلاقة بين وضع الكاميرات في الأماكن العامة وتقليل معدل الجرائم التي سجلت في المنطقة؟ أعتقد، يا أحمد، أن كاميرات المراقبة ستسهم في تقليل الجرائم نتيجة لدورها في تحديد هوية المجرمين. هكذا، ستساهم كاميرات المراقبة في الكشف عن المخالفين للقوانين واللوائح، ومن ثم سيتم اتخاذ الإجراءات اللازمة بحقهم، سواء بتوجيه تحذيرات لهم عبر رسائل نصية أو وسائل أخرى أو بفرض العقوبات عليهم.,2,التفكير الناقد
المنافع,HS,Finance_G11_2.txt,يوجد منافع عديدة في اللجوء إلى الدين، ومن أهمها استخدام شركات أموال الآخرين، الأمر الذي يسمح للشركة بالحفاظ على أموالها لكي تبقى متاحة، ويقل مستوى المخاطر التي قد يتعرض لها المقرضون. فبما أن المقترض ملزم قانونيا بسداد الديون، فإنه من المحتمل جدا أن يستعيد المقرضون أموالهم بنسبة أكبر مقارنة بمصادر التمويل الأخرى.,2,الإدارة المالية
المقالع,HS,History_G10.txt,محمد الصيحدران الدالي، بدار إنها على ما الله شاهد بالبرد والبتار، مخلف أحد، تكون كالفن، فايقة، شريفة، المسامح الكريم، وهو منشئ العوالم المزدهرة، ذو الاستماع المميز والحكمة العميقة. وإذا كان المقرئ فإن الأوقات لا تنتهي، وكل منزلة من هذه المقالع يستفيد منها بما يليق. هذه التسع نسخ مخطوطة محفوظة في دارة الملك عبد العزيز. منهج تدوين التاريخ عند المسلمين، عندما اشتغلوا بكتابة التاريخ، لم يقتصر على محاكاة الأمم الأخرى التي سبقتهم إلى هذا الميدان، بل قدموا إنتاجا متميزا من حيث المادة أو الطريقة. فهم أول من ضبط التدوين السنوي للأحداث بالإسناد والتوقيت الكامل، واستعملوا ما يعرف بالروليات، وهو سرد منهج مختلف في عرض المادة التاريخية.,5,التاريخ
التبخري,HS,Physics_G12.txt,قوى التماسك تناقش التبريد التبخري ودور التكثف في تكون الجزيئات المائية. هل لاحظت يوما أن قطرات الندى على خيوط العنكبوت وكذلك قطرات الزيت تتخذ شكل كروي تقريبا؟ ماذا يحدث عندما يسقط المطر على سيارة مغسولة ومشمعة؟ تتكون قطرات الماء بشكل كروي، تماما كما في شبكة العنكبوت. جميع الظاهرة السابقة أمثلة على التوتر السطحي، وهي الخاصية التي تمثل ميل سطح السائل إلى التقلص لأصغر مساحة ممكنة.,3,الفيزياء
المكافحة,HS,Health_G10.txt,واستبدل الكلمات غير المستعملة أو غير المفهومة أو المكررة بما يصلح ويناسب السياق، مع حذف كلمة الشكل وكلمة الرقم أمثلة من النباتات التي تستعمل مستخلصاتها كمطهر، منظف، قابض، وملين على سبيل المثال، الألوفيرا، والزعتر، والنعناع. ما هي مناطق التظليل التي يعمل على إخفائها في الوجه المربع عند تزيينه، وما السبب؟ لمنع الآخرين من استخدام أدوات تجميلك مثل قلم تحديد العيون والماسكارا وأحمر الشفاه؟ ينصح بتبديل فرشاة ظلال العيون وأحمر الخدود والإسفنجات كل ستة أشهر، وتبديل الماسكارا كل ثلاثة أشهر. اختري كريم الأساس الخالي من الدهون للبشرة الدهنية، واحرصي على تناول كافة الفيتامينات والأملاح المعدنية الأساسية التي تساهم في بناء خلايا البشرة.,3,الصحة
الحر,HS,Economics_G11.txt,برنامج خادم الحرمين الشريفين للابتعاث الخارجي هو برنامج سعودي حكومي أطلقه الملك عبد اللطيف بن عبد العزيز في عام ويستهدف جميع الطلبة والطالبات. وقد شهد هذا البرنامج تحولات كبيرة خلال فترة حكم الملك سلمان بن عبد العزيز، حيث شكلت هذه التحولات انعكاسا لرؤية المملكة التي وضعتها مجلس الشؤون الاقتصادية والتنمية برئاسة ولي العهد الأمير محمد. وقد تم تخصيص تخصصات جديدة تتناسب مع احتياجات السوق ورفع كفاءة العمل، وتحسين تقنيات الإدارة. الرأسمال هو المورد الذي يشمل المعدات والآلات التي تستخدم لإنتاج السلع والخدمات، وينقسم إلى رأسمال ثابت ورأسمال دائر. الرأسمال الثابت يشمل الممتلكات المعمرة مثل المباني والمعدات والآلات، أما الرأسمال الدائر فيشمل المواد الأولية والسلع غير المصنعة والمكونات الأخرى التي تستهلك خلال عملية الإنتاج.,5,علم الاقتصاد
الطحالب,HS,Biology_G10.txt,ذبابة تسي هي الحشرة التي تسبب مرض النوم الأفريقي، بينما حشرة رديوفيد تسبب مرض النوم الأمريكي. تختلف الطحالب في ألوانها بسبب احتوائها على صبغات مختلفة. الطحالب تعتبر نوعا من الطحالب الدقيقة ذات صلة بالنباتات، وتمتاز بوجود صبغة الكلوروفيل الضرورية لعملية البناء الضوئي.,3,الأحياء
الاصطدامات,HS,Chemistry_G10_4.txt,يرجى العودة إلى دليل التجارب العملية على منصة اختبار الرسم البياني لتحديد السرعة النسبية للتفاعل عند درجة حرارة معينة. يؤدي ارتفاع درجة الحرارة إلى زيادة الطاقة الحركية للجسيمات، وعلى إثر ذلك يزداد عدد الجسيمات التي تحمل طاقة التنشيط. وهذا يسفر عن زيادة عدد الاصطدامات وزيادة سرعة التفاعل. بالإضافة إلى ذلك، تحتوي العديد من الاصطدامات على طاقة كافية لتجاوز حاجز التفاعل، مما يسبب حدوث التفاعل.,4,الكيمياء
التوصيف,HS,Decision_Making_G11.txt,جهز نفسك لاستقبال كل التوصيفات للاجتماع. أولا، قم بتحديد نوعية الاجتماع من بين خطوات بناء الفريق التي تمر بها الفرق. من ثم، أشر إلى المرحلة التي يمثلها هذا الاجتماع بالنسبة للأنشطة التي تندرج تحتها، مثل التفاعل الاجتماعي وتنظيم طرق العمل ومشاركة الأعضاء. عندما يحين وقت عقد الاجتماع، ينبغي لعمر عقد اجتماع مع موظفي الوكالة لمناقشة الهدف والرسالة المراد بثها خلال تقديم خدمات السفر لرجال الأعمال.,4,صناعة القرار
البحري,HS,Law_G12.txt,يعمل بالنظام بعد يوما من تاريخ نشره في الجريدة الرسمية. ويلغى الفصل الثاني من نظام المحكمة التجارية، الصادر بالمرسوم الملكي رقم وتاريخه، ونظام الموانئ والمرافئ والمنافذ البحرية، الصادر بالمرسوم الملكي رقم وتاريخه، ويلغى أيضا كل ما يتعارض معه من أحكام.,2,القانون
الحلازين,HS,Biology_G10.txt,تتنوع أفراد المجموعة الواسعة من الرخويات، فبعضها ذو حجم صغير يصل إلى الحلازين المجهرية، وبعضها الآخر يصل طوله إلى الحبار العملاق. يوجد أنواع من الرخويات تتميز ببطء حركتها مثل الحلازين، بينما تحرك أنواع أخرى بسرعة كالحبار. إحدى الخصائص الرئيسية للرخويات هي أن جسمها ممتلئ بسبب التجويف الحقيقي بداخله، الأمر الذي يسمح بتكوين أنسجة وأعضاء معقدة. تتميز الرخويات بتناظرها الجانبي وطراوة جسمها الداخلي، فقد تحتوي على قدم عضلية وجهاز هضمي يتضمن فتحتين. تكون للرخويات عباءة تحيط بجسمها لحماية أعضائها الداخلية.,5,الأحياء
المختلفتين,HS,Islamic_Studies_G11_3.txt,صحح قراءة الهمزات في القراءة القرآنية. الهمزة الأولى في قول الله تعالى السماء إن أبدل، قالون. الهمزة الثانية ياء خالصة، قول الله تعالى السماء. أو محل التسهيل بجميع أنواعه سواء كان في المتفقتين أم في المختلفتين، إنما هو في حال الوصل. أما في حال الوقف فيتعين التحقيق لقالون في الهمزتين لأن التسهيل، أو الإبدال، أو الإسقاط، إنما وجد في حال الوصل لثقل اجتماع الهمزتين، وقد زال بانفصال كل واحدة عن الأخرى حين الوقف على الأولى والبدء مذهب قالون في الهمزة المفردة.,5,الدراسات الإسلامية
العنف,HS,Critical_Thinking_G10.txt,هل سبق لك أن اعتدت على زملائك أو مارست العنف معهم؟ إذا كانت الإجابة نعم، هل ما زلت تفعل ذلك؟ متى توقفت عن الكذب؟ هل أنت مع حق الطفل في النوم متأخرا؟ هل ترغب في ممارسة الرياضة واستثمار وقتك؟ هل توقفت عن إزعاج جارك؟ هل تواجه المتنمرين والأشقياء في أي وقت؟ كيف تفسر استياء أغلبية الطلاب من صعوبة الاختبار؟ مغالطة الكلمات المشحونة تختلف هذه المغالطة عن مغالطة السؤال المشحون في أنها لا تتعلق بالأسئلة، ولكن بالكلمات المشحونة التي تحمل أكثر من معنى. ويعمد مرتكبها عادة إلى اختيار الكلمات التي تحمل شحنة عاطفية بدلا من الكلمات المباشرة التي تكتفي بالوصف المحايد للأمور. قد تقدم بعض المؤسسات أسماء وتصنيفات وكلمات مشحونة إيجابية أو سلبية.,3,التفكير الناقد
